content_id,description,llm_policy_id,llm_policy_name,llm_severity_tier,llm_confidence,llm_reasoning
CNT-0102,Trending: Video showing a 12-year-old child firing a rifle without adult present,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content depicts a 12-year-old child engaging in a highly dangerous act (firing a rifle) without adult supervision, which constitutes a harmful act."
CNT-0102,Trending: Video showing a 12-year-old child firing a rifle without adult present,POL-FIRE,Firearms,RED,HIGH,"The content explicitly shows a minor (12-year-old) using a rifle without adult supervision, which falls under the 'Minors using guns without supervision' RED tier."
CNT-0102,Trending: Video showing a 12-year-old child firing a rifle without adult present,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The video depicts a minor engaging in a highly dangerous and irresponsible act with a realistic firearm, which is inappropriate and potentially harmful for a young audience and could promote negative behavior."
CNT-0150,Trending: Guide on creating fake government identification documents (2024),POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content provides a guide on creating fake government identification documents, which directly falls under the 'Fake ID creation' example in the RED tier for enabling dishonest behavior."
CNT-0060,Part 2: Ice bucket challenge video with friends laughing #trending,NONE,None,GREEN,HIGH,"The ice bucket challenge is a widely recognized, low-risk activity that does not promote harm, violence, or any other policy violation. The context of 'friends laughing' further indicates a harmless, recreational nature."
CNT-0128,Extended cut: Family-friendly cooking tutorial for kids making cupcakes | unedit,NONE,No violations,GREEN,HIGH,"The content description indicates a 'family-friendly cooking tutorial for kids making cupcakes', which does not violate any of the advertiser-friendly policies."
CNT-0454,Trending: News report mentioning a local homicide without graphic descriptions,POL-VIOL,Violence,GREEN,HIGH,"The content is a news report about a homicide, but explicitly states it is 'without graphic descriptions,' aligning with the green tier for non-graphic violence in an informational context."
CNT-0454,Trending: News report mentioning a local homicide without graphic descriptions,POL-SHOCK,Shocking Content,GREEN,HIGH,"While a homicide is a shocking event, its presentation as a non-graphic news report falls under the green tier for light or moderately shocking content in an educational or documentary context."
CNT-0454,Trending: News report mentioning a local homicide without graphic descriptions,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content is a non-graphic news report about a sensitive topic, which aligns with the green tier for non-graphic news coverage of controversial issues."
CNT-0454,Trending: News report mentioning a local homicide without graphic descriptions,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content is a news report discussing a sensitive event (homicide) in a non-exploitative manner, which is classified as green."
CNT-0471,Viewer requested: Street fight compilation with visible injuries in educational ,POL-VIOL,Violence,YELLOW,HIGH,"The content features a compilation of street fights with visible injuries, which constitutes graphic violence. However, the 'educational breakdown' context mitigates it from RED, aligning it with content like raw footage of conflict or dramatized severe shocking content in an educational setting."
CNT-0471,Viewer requested: Street fight compilation with visible injuries in educational ,POL-SHOCK,Shocking Content,YELLOW,HIGH,"A compilation of street fights with visible injuries is inherently shocking content. The 'educational breakdown' provides context, placing it in the YELLOW tier for shocking content with graphic images that are unobscured but presented with general context, rather than purely for shock value."
CNT-0471,Viewer requested: Street fight compilation with visible injuries in educational ,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content depicting street fights with visible injuries is highly inappropriate and potentially harmful for a child audience, regardless of any educational context for adults."
CNT-0124,Viewer requested: Video promoting essay writing services for university assignme,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly promotes academic essay writing services for university assignments, which is a direct example of enabling dishonest behavior and is listed in the RED tier."
CNT-0061,Extended cut: Video debunking common health misinformation myths - viewer discre,POL-HARM,Harmful Acts & Unreliable Content,GREEN,HIGH,"The content explicitly states it is 'debunking common health misinformation myths,' which aligns with the green tier for debunking misinformation."
CNT-0061,Extended cut: Video debunking common health misinformation myths - viewer discre,POL-SHOCK,Shocking Content,YELLOW,MEDIUM,"The 'viewer discretion advised' warning suggests the content may contain graphic or disturbing imagery related to health misinformation, even if presented in an educational context, which could fall into the yellow tier for shocking content."
CNT-0061,Extended cut: Video debunking common health misinformation myths - viewer discre,POL-CONTROV,Controversial Issues,YELLOW,MEDIUM,"Debunking health misinformation often involves discussing controversial health topics, and the 'viewer discretion advised' reinforces that the content may be sensitive, fitting the yellow tier for educational content on controversial issues."
CNT-0251,Reupload of Educational video about STDs using animated depictions of sex,POL-ADULT,Adult Content,YELLOW,HIGH,"The content is an educational video about STDs, but it includes animated depictions of sex, which falls under the 'non-arousing sexual education with animated sex acts' YELLOW tier."
CNT-0098,New upload: BB gun battle without protective gear in public park,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a BB gun battle without protective gear, which constitutes a high-risk activity that can cause physical harm in a non-professional environment."
CNT-0098,New upload: BB gun battle without protective gear in public park,POL-FIRE,Firearms,YELLOW,HIGH,"The content explicitly mentions the use of BB guns against others without protective gear, which is a direct match for a YELLOW tier violation under the Firearms policy."
CNT-0069,Extended cut: Prank involving fake bomb scare in a crowded public place - viewer,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content describes a prank involving a fake bomb scare in a public place, which directly falls under 'Pranks involving... terrorism threats' in the RED tier for harmful acts."
CNT-0030,Full video: Gameplay where player aggregates NPCs for mass killing compilation -,POL-VIOL,Violence,YELLOW,HIGH,"The content describes a 'mass killing compilation' from gameplay, which indicates a deliberate focus on graphic and severe simulated violence, aligning with the 'graphic game violence' tier."
CNT-0058,Reupload of Professional wingsuit flying over mountains filmed with drone #trend,POL-HARM,Harmful Acts & Unreliable Content,GREEN,HIGH,"The content describes professional wingsuit flying, which is a dangerous act performed in a controlled, professional environment, aligning with the green tier for stunts."
CNT-0414,Viewer requested: Video inciting viewers to commit violence against disabled peo,POL-VIOL,Violence,RED,HIGH,"The content explicitly incites viewers to commit violence, which falls under the 'incitement or glorification of violence' tier."
CNT-0414,Viewer requested: Video inciting viewers to commit violence against disabled peo,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content promotes violence against disabled people, which constitutes hate or harassment towards a protected group and promotes violence against others."
CNT-0464,Extended cut: Video stating all people of a certain nationality are inferior,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content explicitly states that an entire nationality is inferior, which directly falls under statements disparaging protected groups."
CNT-0240,Viewer requested: Video inciting viewers to commit violence against disabled peo,POL-VIOL,Violence,RED,HIGH,"The content description explicitly states the video is 'inciting viewers to commit violence,' which is a clear RED tier violation for incitement or glorification of violence."
