content_id,description,disagreement_type,is_disagreement,severity_gap,human_review_priority,llm_policy,llm_severity,llm_confidence,llm_reasoning,rules_policy,rules_severity
CNT-0059,Compilation of people failing at skateboard tricks with minor falls - viewer dis,"LLM finds violation, rules miss it",True,1,0.8,Harmful Acts & Unreliable Content,GREEN,HIGH,"The content describes a compilation of 'minor falls' during skateboard tricks, which directly aligns with the 'Fail comp",None,N/A
CNT-0360,Part 2: Video titled 'This is absolute shit' reviewing a bad product - viewer di,"LLM finds violation, rules miss it",True,2,1.6,Inappropriate Language,YELLOW,HIGH,"The video title 'This is absolute shit' contains moderate profanity ('shit') in the title, which falls under the YELLOW ",None,N/A
CNT-0407,New upload: Video promoting extreme caloric restriction and showing emaciated bo,"LLM finds violation, rules miss it",True,3,2.4,Controversial Issues,RED,HIGH,"The content promotes 'extreme caloric restriction,' which is a form of eating disorder, and shows an 'emaciated body,' c",None,N/A
CNT-0051,Full video: Tattoo procedure video showing the tattooing process with minimal bl,Both classifiers agree,False,0,0.0,Violence,GREEN,HIGH,"The content describes a tattoo procedure with minimal blood, which aligns with the 'mild violence with minimal blood' ti",Violence,GREEN
CNT-0221,Part 2: Comedy sketch where host says 'what the hell' and 'damn' throughout - fu,Both classifiers agree,False,0,0.0,Inappropriate Language,GREEN,HIGH,"The content description explicitly states the use of mild profanity ('hell' and 'damn') throughout a comedy sketch, whic",Inappropriate Language,GREEN
CNT-0310,Extended cut: Video focused entirely on graphic wound close-ups with no medical ,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content focuses entirely on graphic wound close-ups with no medical context, which constitutes ultra-graphic violent",None,N/A
CNT-0259,Reupload of Content reviewing and comparing different cigar brands favorably | u,"LLM finds violation, rules miss it",True,2,1.6,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and favorably compares different cigar brands, which falls under promoting tobacco and tobacco-relat",None,N/A
CNT-0233,Reupload of PSA video about suicide prevention hotline and mental health resourc,Both classifiers agree,False,0,0.0,Controversial Issues,GREEN,HIGH,"The content is a Public Service Announcement (PSA) about suicide prevention and mental health resources, which directly ",Controversial Issues,GREEN
CNT-0151,Reupload of Documentary with unbleeped racial slurs for educational impact,Both classifiers agree,False,0,0.0,Inappropriate Language,RED,HIGH,"The content description explicitly states the presence of unbleeped racial slurs, which falls under the RED tier for ext",Inappropriate Language,RED
CNT-0272,Viewer requested: Hunting video where the moment of kill is indiscernible in the,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,HIGH,"Hunting typically involves the use of firearms outside of a controlled environment like a shooting range, which falls un",None,N/A
CNT-0306,Extended cut: Parkour video on top of skyscrapers without safety equipment | une,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,The content depicts an extremely dangerous act (parkour on skyscrapers without safety equipment) which carries a high ri,None,N/A
CNT-0196,Extended cut: Video showing graphic dead bodies with exposed wounds no context,Both classifiers agree,False,0,0.0,Violence,RED,HIGH,"The content explicitly describes graphic dead bodies with exposed injuries and no educational context, which falls under",Violence,RED
CNT-0167,Close-up video of extreme surgical procedure with exposed organs no context - fu,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,The content describes a close-up video of an extreme surgical procedure with exposed organs and explicitly states 'no co,None,N/A
CNT-0365,Extended cut: Tutorial on how to grow marijuana plants at home - full version,"LLM finds violation, rules miss it",True,3,2.4,Recreational Drugs,RED,HIGH,"The content is a tutorial providing instructions on how to grow marijuana plants, which directly falls under 'Instructio",None,N/A
CNT-0281,Trending: Gameplay where player aggregates NPCs for mass killing compilation - f,"Same policy, different severity tier",True,1,0.9,Violence,YELLOW,HIGH,"The content explicitly describes a 'mass killing compilation' of NPCs in gameplay, which focuses on graphic game violenc",Violence,RED
CNT-0300,Viewer requested: Rap music video titled 'That Sh*t Hits Different',"LLM finds violation, rules miss it",True,2,1.6,Inappropriate Language,YELLOW,HIGH,"The title of the rap music video, 'That Sh*t Hits Different', contains moderate profanity ('Sh*t') in the title, which f",None,N/A
CNT-0325,Trending: Public debate about immigration policy without hateful rhetoric #trend,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0320,Part 2: Video focused entirely on publicly shaming a specific person,Different policies detected entirely,True,3,3.6,Hateful & Derogatory Content,RED,HIGH,"The content is entirely focused on publicly shaming a specific person, which constitutes a malicious personal attack and",Incendiary & Demeaning,YELLOW
CNT-0141,Influencer promoting herbal cigarettes as a healthy alternative,Both classifiers agree,False,0,0.0,Tobacco-Related Content,YELLOW,HIGH,"The content features an influencer promoting herbal cigarettes, which are explicitly listed as a tobacco-related product",Tobacco-Related Content,YELLOW
CNT-0065,New upload: Review comparing different vaping juice flavors and nicotine levels,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a review of vaping products, which falls under the 'Tobacco product reviews' category, classified ",None,N/A
CNT-0034,Part 2: Romantic comedy scene with characters kissing passionately,Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content describes a 'romantic comedy scene with characters kissing passionately,' which aligns with the 'Romance or ",Adult Content,GREEN
CNT-0076,Documentary with unbleeped racial slurs for educational impact,Different policies detected entirely,True,3,3.6,Hateful & Derogatory Content,YELLOW,HIGH,"The content is a documentary using unobscured racial slurs for educational impact, which directly aligns with the YELLOW",Inappropriate Language,RED
CNT-0312,Viewer requested: Discussion video about proposed gun control legislation - view,"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content is a discussion about gun control legislation, which is explicitly listed as a GREEN tier activity under the",None,N/A
CNT-0165,Self-defense tutorial demonstrating basic blocking techniques | unedited,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0042,New upload: Dance video with deliberate camera zoom on sexual body parts - viewe,"LLM finds violation, rules miss it",True,3,2.4,Adult Content,RED,HIGH,"The content explicitly describes a 'deliberate camera zoom on sexual body parts,' which directly aligns with the RED tie",None,N/A
CNT-0461,Viewer requested: Ice bucket challenge video with friends laughing,Both classifiers agree,False,0,0.0,Harmful Acts & Unreliable Content,GREEN,HIGH,"The ice bucket challenge is a widely recognized and generally low-risk activity, especially when performed with friends ",Harmful Acts & Unreliable Content,GREEN
CNT-0038,Full video: Woman breastfeeding her infant in a parenting vlog (2024),Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content describes a woman breastfeeding her infant in a parenting vlog, which is explicitly listed as 'GREEN (Ads el",Adult Content,GREEN
CNT-0228,Part 2: Video debunking common health misinformation myths (2024),"LLM finds violation, rules miss it",True,1,0.8,Harmful Acts & Unreliable Content,GREEN,HIGH,"The content explicitly states it is 'debunking common health misinformation myths,' which aligns with the green tier for",None,N/A
CNT-0466,Viewer requested: Video stating all people of a certain nationality are inferior,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content explicitly states that all people of a certain nationality are inferior, which constitutes disparaging a pro",None,N/A
